"CPSIGEN","CPSA3","CPSG1","CPSO11","CPSA2"
5,98,7,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,3,5,NA,1
5,1,3,NA,1
NA,NA,NA,NA,NA
5,1,3,NA,1
5,4,7,NA,1
5,4,3,NA,1
5,1,1,NA,1
5,97,7,NA,7
5,2,7,NA,1
NA,NA,NA,NA,NA
5,2,7,NA,1
NA,NA,NA,NA,NA
5,1,7,NA,1
NA,NA,NA,NA,NA
5,2,7,NA,1
NA,1,3,NA,1
NA,NA,NA,NA,NA
5,99,3,NA,1
NA,NA,NA,NA,NA
1,2,7,NA,1
NA,NA,NA,NA,NA
5,1,7,NA,1
NA,NA,NA,NA,NA
1,2,7,NA,1
5,98,7,NA,1
5,1,3,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,1,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,4,7,NA,1
NA,NA,NA,NA,NA
NA,3,5,NA,1
5,98,7,NA,1
5,1,1,NA,7
5,1,5,NA,1
NA,4,7,NA,3
5,98,7,NA,1
5,1,3,NA,1
NA,NA,NA,NA,NA
5,98,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,98,1,NA,1
NA,NA,NA,NA,NA
5,2,5,NA,1
1,1,7,NA,1
5,98,5,NA,5
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,1,1,NA,1
5,1,7,NA,1
NA,NA,NA,NA,NA
5,2,7,NA,1
NA,NA,NA,NA,NA
5,2,7,NA,1
5,1,1,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,98,3,NA,8
NA,NA,NA,NA,NA
5,99,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,98,7,NA,1
NA,1,7,NA,1
5,2,3,NA,1
NA,NA,NA,NA,NA
5,2,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,3,7,NA,1
5,0,3,NA,1
5,98,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,4,7,NA,5
5,1,7,NA,1
NA,98,5,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,98,3,NA,1
5,2,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,3,5,NA,1
5,2,1,NA,1
NA,NA,NA,NA,NA
NA,2,7,NA,1
5,98,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,1,7,NA,1
5,1,3,NA,1
1,0,7,NA,1
NA,NA,NA,NA,NA
5,98,3,NA,3
NA,NA,NA,NA,NA
5,2,7,NA,1
NA,NA,NA,NA,NA
5,4,7,NA,1
5,1,5,NA,1
5,2,7,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,2,5,NA,3
5,98,1,NA,1
NA,1,5,NA,1
5,98,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,7,NA,1
NA,NA,NA,NA,NA
5,1,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,98,7,NA,1
NA,NA,NA,NA,NA
5,4,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,1,5,NA,1
NA,NA,NA,NA,NA
1,98,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,98,7,NA,1
NA,NA,NA,NA,NA
5,1,3,NA,1
5,98,5,NA,1
1,2,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,3,7,NA,1
5,1,5,NA,1
NA,1,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,1,5,NA,3
NA,1,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,4,7,NA,1
5,4,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,98,5,NA,1
1,2,3,NA,1
5,2,5,NA,3
5,2,1,NA,1
1,98,5,NA,1
5,2,7,NA,3
5,4,3,NA,1
NA,NA,NA,NA,NA
5,2,7,NA,1
NA,NA,NA,NA,NA
5,98,7,NA,3
5,1,7,NA,1
5,2,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,7,NA,1
NA,NA,NA,NA,NA
5,1,3,NA,1
5,98,5,NA,1
5,1,5,NA,1
NA,NA,NA,NA,NA
1,98,7,NA,1
NA,98,3,NA,1
5,2,5,NA,1
NA,NA,NA,NA,NA
5,2,7,NA,1
1,4,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,1,7,NA,5
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,98,5,NA,3
5,4,7,NA,1
5,98,7,NA,3
1,0,8,NA,1
5,1,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,97,5,NA,1
NA,NA,NA,NA,NA
5,2,7,NA,1
NA,NA,NA,NA,NA
5,98,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,3,NA,1
1,2,7,NA,1
5,2,5,NA,1
NA,NA,NA,NA,NA
5,3,3,NA,1
NA,NA,NA,NA,NA
5,4,3,NA,1
1,2,5,NA,1
1,2,5,NA,1
5,1,7,NA,5
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,0,5,NA,3
5,3,7,NA,3
NA,NA,NA,NA,NA
1,2,5,NA,1
NA,NA,NA,NA,NA
5,4,7,NA,1
5,2,7,NA,3
1,1,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,1,5,NA,1
5,98,3,NA,1
5,1,7,NA,1
1,2,7,NA,1
NA,NA,NA,NA,NA
5,4,3,NA,1
NA,NA,NA,NA,NA
5,2,5,NA,1
5,2,3,NA,1
5,2,7,NA,1
NA,NA,NA,NA,NA
5,2,7,NA,3
5,3,3,NA,3
NA,NA,NA,NA,NA
5,2,7,NA,1
5,1,5,NA,1
5,4,7,NA,1
5,98,5,NA,1
5,1,3,NA,1
NA,NA,NA,NA,NA
5,1,1,NA,1
5,2,7,NA,1
1,1,7,NA,1
1,2,7,NA,1
NA,NA,NA,NA,NA
5,99,7,NA,1
NA,1,3,NA,1
NA,NA,NA,NA,NA
1,2,7,NA,1
5,98,7,NA,8
5,98,5,NA,7
5,2,7,NA,1
5,0,3,NA,1
5,98,7,NA,1
NA,NA,NA,NA,NA
5,4,7,NA,1
NA,1,1,NA,1
NA,3,7,NA,5
5,1,1,NA,7
5,98,7,NA,8
5,2,7,NA,3
5,1,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,98,7,NA,3
NA,NA,NA,NA,NA
NA,99,8,NA,1
5,2,7,NA,1
5,1,1,NA,1
5,4,3,NA,1
5,2,7,NA,1
5,2,7,NA,1
5,4,7,NA,1
NA,NA,NA,NA,NA
1,2,5,NA,1
5,2,5,NA,7
NA,NA,NA,NA,NA
1,1,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,2,7,NA,7
5,1,5,NA,1
NA,NA,NA,NA,NA
5,3,5,NA,1
NA,NA,NA,NA,NA
5,1,3,NA,1
5,4,7,NA,1
1,4,3,NA,1
5,98,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,98,3,NA,1
5,98,3,NA,5
5,2,5,NA,1
5,98,7,NA,5
5,1,5,NA,1
1,98,7,NA,1
5,99,7,NA,1
NA,3,7,NA,1
NA,98,3,NA,1
5,2,5,NA,1
5,98,7,NA,5
5,2,3,NA,1
NA,NA,NA,NA,NA
5,2,1,NA,1
NA,NA,NA,NA,NA
5,2,7,NA,1
NA,NA,NA,NA,NA
5,4,5,NA,1
5,3,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,1,3,NA,1
5,98,7,NA,1
NA,2,7,NA,1
1,1,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,3,5,NA,1
NA,NA,NA,NA,NA
1,4,5,NA,1
5,3,7,NA,1
1,2,7,NA,1
NA,NA,NA,NA,NA
5,3,5,NA,1
5,3,7,NA,1
5,2,7,NA,1
5,2,5,NA,3
NA,NA,NA,NA,NA
5,99,7,NA,1
5,2,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,4,5,NA,1
5,98,3,NA,1
1,3,8,NA,1
5,4,1,NA,1
NA,NA,NA,NA,NA
5,98,5,NA,3
NA,NA,NA,NA,NA
5,3,5,NA,1
5,2,3,NA,1
5,2,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,3,7,NA,1
5,4,7,NA,1
NA,98,3,NA,1
5,1,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,98,5,NA,1
5,4,3,NA,1
NA,NA,NA,NA,NA
5,98,7,NA,1
NA,NA,NA,NA,NA
1,98,3,NA,3
NA,NA,NA,NA,NA
5,98,3,NA,1
5,98,5,NA,1
5,2,5,NA,1
5,98,7,NA,1
5,4,7,NA,1
NA,NA,NA,NA,NA
5,97,5,NA,1
5,4,7,NA,3
5,2,5,NA,1
5,1,5,NA,1
5,2,7,NA,1
5,4,7,NA,1
5,2,1,NA,1
NA,NA,NA,NA,NA
1,3,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,1,5,NA,1
5,4,3,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,4,7,NA,1
NA,NA,NA,NA,NA
1,4,3,NA,1
NA,NA,NA,NA,NA
NA,99,7,NA,1
5,4,7,NA,8
1,98,5,NA,1
5,98,5,NA,1
1,2,5,NA,1
5,2,1,NA,1
5,2,5,NA,1
5,0,8,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,7,NA,1
5,3,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,4,7,NA,1
5,3,5,NA,3
NA,NA,NA,NA,NA
5,98,1,NA,1
NA,NA,NA,NA,NA
NA,3,7,NA,1
5,98,5,NA,1
5,3,5,NA,1
NA,NA,NA,NA,NA
1,2,3,NA,1
5,2,7,NA,1
NA,NA,NA,NA,NA
5,1,3,NA,1
NA,NA,NA,NA,NA
5,3,7,NA,1
NA,NA,NA,NA,NA
5,98,7,NA,1
5,1,1,NA,1
5,3,7,NA,1
5,4,7,NA,1
5,98,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,7,NA,1
5,4,3,NA,1
NA,NA,NA,NA,NA
5,1,7,NA,1
NA,98,3,NA,1
5,2,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,98,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,1,1,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,1,3,NA,1
1,98,7,NA,1
5,2,5,NA,1
NA,NA,NA,NA,NA
5,98,7,NA,1
5,98,7,NA,7
1,1,3,NA,8
5,98,7,NA,1
5,3,5,NA,1
5,2,5,NA,1
5,97,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,4,7,NA,1
1,1,5,NA,8
5,1,3,NA,1
5,1,3,NA,1
NA,3,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,98,7,NA,1
5,1,3,NA,1
NA,NA,NA,NA,NA
5,4,7,NA,1
1,1,3,NA,1
5,4,1,NA,1
NA,2,5,NA,1
5,98,7,NA,3
NA,NA,NA,NA,NA
5,1,1,NA,1
5,4,3,NA,1
5,1,5,NA,1
5,98,7,NA,1
NA,98,7,NA,1
NA,NA,NA,NA,NA
NA,98,5,NA,1
5,4,7,NA,1
5,1,7,NA,1
1,2,7,NA,1
5,98,1,NA,1
NA,2,5,NA,1
5,2,3,NA,1
5,98,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,98,7,NA,1
5,2,7,NA,7
NA,NA,NA,NA,NA
1,4,5,NA,1
NA,NA,NA,NA,NA
1,98,5,NA,1
5,2,3,NA,1
NA,NA,NA,NA,NA
5,2,5,NA,1
5,1,5,NA,1
NA,98,7,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,2,3,NA,1
5,1,1,NA,1
1,2,5,NA,1
1,98,7,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,5,NA,1
NA,NA,NA,NA,NA
5,98,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,4,7,NA,1
5,4,3,NA,1
5,2,5,NA,5
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,97,7,NA,7
NA,4,5,NA,1
NA,NA,NA,NA,NA
1,1,5,NA,3
5,1,3,NA,1
NA,NA,NA,NA,NA
5,2,7,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,98,5,NA,7
NA,0,7,NA,1
5,98,3,NA,1
5,98,8,NA,1
5,98,7,NA,1
1,2,7,NA,1
NA,98,7,NA,3
5,98,5,NA,3
5,98,5,NA,1
5,2,5,NA,1
5,1,3,NA,1
5,3,7,NA,1
5,98,7,NA,1
NA,NA,NA,NA,NA
5,4,7,NA,1
5,4,7,NA,1
5,1,7,NA,1
5,4,7,NA,1
5,98,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,3,NA,1
5,2,3,NA,1
1,98,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,1,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,4,5,NA,1
5,98,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,98,7,NA,1
5,98,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,98,5,NA,1
NA,NA,NA,NA,NA
1,4,5,NA,1
NA,NA,NA,NA,NA
5,4,3,NA,1
NA,98,5,NA,1
1,4,7,NA,1
5,2,7,NA,1
NA,NA,NA,NA,NA
5,98,1,NA,1
5,98,7,NA,1
5,98,3,NA,1
5,2,1,NA,1
NA,NA,NA,NA,NA
1,2,7,NA,1
5,98,7,NA,1
NA,NA,NA,NA,NA
5,2,5,NA,1
NA,NA,NA,NA,NA
5,3,7,NA,1
NA,NA,NA,NA,NA
5,4,3,NA,1
5,2,7,NA,1
5,98,7,NA,1
NA,NA,NA,NA,NA
5,1,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,4,3,NA,1
NA,NA,NA,NA,NA
5,98,7,NA,1
1,1,3,NA,1
5,1,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,1,7,NA,7
NA,NA,NA,NA,NA
5,2,3,NA,1
5,2,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,98,7,NA,1
5,99,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,4,7,NA,7
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,97,7,NA,7
NA,NA,NA,NA,NA
5,98,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,1,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,3,7,NA,1
NA,NA,NA,NA,NA
5,4,3,NA,1
NA,NA,NA,NA,NA
5,4,7,NA,1
NA,2,7,NA,7
5,4,5,NA,3
5,2,5,NA,1
5,3,5,NA,3
5,98,7,NA,1
5,98,7,NA,1
NA,NA,NA,NA,NA
NA,4,5,NA,1
NA,1,3,NA,1
NA,NA,NA,NA,NA
5,4,7,NA,1
1,3,7,NA,1
1,4,3,NA,1
NA,3,7,NA,1
5,4,7,NA,1
NA,2,5,NA,1
NA,NA,NA,NA,NA
5,98,3,NA,1
5,2,1,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,4,7,NA,1
1,1,3,NA,1
5,2,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,4,3,NA,1
1,2,3,NA,1
1,98,3,NA,1
NA,2,7,NA,1
1,1,3,NA,1
5,4,3,NA,1
5,2,5,NA,1
1,0,7,NA,1
5,2,7,NA,1
NA,NA,NA,NA,NA
5,3,3,NA,1
5,0,5,NA,1
NA,NA,NA,NA,NA
5,2,7,NA,1
5,2,7,NA,3
5,4,7,NA,1
5,98,7,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,4,7,NA,1
NA,NA,NA,NA,NA
5,97,7,NA,1
5,1,7,NA,1
5,98,7,NA,1
5,2,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,4,7,NA,1
1,2,3,NA,1
NA,2,7,NA,3
5,98,7,NA,1
5,0,7,NA,1
5,98,7,NA,1
5,98,7,NA,1
NA,4,7,NA,1
5,1,7,NA,8
5,4,3,NA,1
5,4,7,NA,1
5,98,7,NA,3
NA,NA,NA,NA,NA
5,2,7,NA,7
5,1,5,NA,1
5,4,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,3,NA,1
5,4,5,NA,1
NA,NA,NA,NA,NA
1,2,5,NA,1
5,4,3,NA,1
1,0,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,98,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,0,7,NA,1
5,2,7,NA,1
5,98,3,NA,1
5,98,3,NA,1
5,3,7,NA,7
NA,NA,NA,NA,NA
5,98,7,NA,1
5,4,5,NA,1
NA,2,9,NA,1
NA,NA,NA,NA,NA
NA,4,7,NA,1
5,4,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,7,NA,3
5,97,3,NA,3
NA,NA,NA,NA,NA
5,4,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,98,5,NA,1
5,0,7,NA,1
1,4,7,NA,7
5,4,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,1,5,NA,1
5,98,5,NA,1
1,98,7,NA,1
5,4,7,NA,1
NA,NA,NA,NA,NA
5,1,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,98,7,NA,1
5,1,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,98,3,NA,1
5,2,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,3,7,NA,1
1,98,5,NA,1
5,96,5,NA,5
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,4,7,NA,1
5,4,5,NA,1
5,4,1,NA,1
5,4,3,NA,3
5,4,7,NA,5
NA,NA,NA,NA,NA
5,98,7,NA,1
5,3,5,NA,5
NA,NA,NA,NA,NA
5,4,7,NA,1
NA,NA,NA,NA,NA
5,98,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,98,7,NA,1
5,4,3,NA,1
NA,NA,NA,NA,NA
5,2,7,NA,7
NA,NA,NA,NA,NA
1,4,7,NA,1
1,2,3,NA,1
5,1,7,NA,1
NA,1,5,NA,1
NA,NA,NA,NA,NA
NA,2,5,NA,1
5,98,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,98,3,NA,5
1,4,7,NA,1
5,0,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,1,5,NA,7
5,4,5,NA,1
5,4,7,NA,1
NA,NA,NA,NA,NA
5,2,3,NA,1
5,2,3,NA,1
NA,NA,NA,NA,NA
5,1,7,NA,1
5,1,7,NA,1
5,1,3,NA,1
5,2,5,NA,1
1,1,5,NA,1
5,0,1,NA,1
5,1,3,NA,7
5,1,1,NA,1
NA,NA,NA,NA,NA
5,98,5,NA,5
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,98,7,NA,3
5,3,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,98,5,NA,1
NA,NA,NA,NA,NA
1,3,7,NA,1
5,98,7,NA,1
5,98,5,NA,1
5,98,5,NA,3
NA,NA,NA,NA,NA
NA,4,5,NA,1
5,98,7,NA,3
5,3,3,NA,1
1,2,5,NA,1
NA,NA,NA,NA,NA
NA,3,3,NA,1
5,0,7,NA,1
1,1,5,NA,1
5,98,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,4,5,NA,1
5,1,7,NA,1
5,0,5,NA,3
5,2,7,NA,1
NA,NA,NA,NA,NA
5,4,5,NA,1
NA,NA,NA,NA,NA
5,2,7,NA,1
NA,NA,NA,NA,NA
NA,4,7,NA,1
5,3,5,NA,1
5,2,7,NA,1
NA,NA,NA,NA,NA
5,98,5,NA,1
NA,2,7,NA,1
5,1,5,NA,1
NA,NA,NA,NA,NA
5,98,8,NA,1
5,2,7,NA,1
5,4,3,NA,1
5,2,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,98,3,NA,1
5,2,7,NA,1
1,4,5,NA,1
5,98,5,NA,1
5,4,7,NA,1
5,3,8,NA,1
1,3,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,96,3,NA,7
5,3,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,98,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,3,5,NA,1
NA,4,7,NA,1
5,4,7,NA,5
5,2,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,98,3,NA,1
NA,NA,NA,NA,NA
5,98,7,NA,1
1,98,7,NA,1
5,2,7,NA,1
5,4,7,NA,1
1,4,3,NA,1
5,2,9,NA,3
5,3,5,NA,1
NA,NA,NA,NA,NA
1,2,5,NA,1
5,98,7,NA,1
5,98,1,NA,1
5,2,5,NA,5
5,4,3,NA,1
5,2,7,NA,1
NA,NA,NA,NA,NA
5,4,5,NA,1
1,4,7,NA,1
5,1,3,NA,1
5,1,3,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,4,5,NA,1
1,0,5,NA,1
5,98,7,NA,1
NA,NA,NA,NA,NA
NA,98,5,NA,3
5,98,7,NA,1
NA,NA,NA,NA,NA
5,1,5,NA,1
5,98,3,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,3,7,NA,1
NA,NA,NA,NA,NA
5,98,5,NA,1
1,1,3,NA,1
1,2,7,NA,1
NA,NA,NA,NA,NA
5,1,5,NA,1
5,4,5,NA,1
NA,NA,NA,NA,NA
5,98,5,NA,1
5,1,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,4,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,0,7,NA,1
1,4,7,NA,1
1,0,8,NA,1
5,99,1,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,3,5,NA,1
NA,4,7,NA,1
5,98,7,NA,3
NA,98,5,NA,1
5,4,7,NA,7
NA,NA,NA,NA,NA
5,98,7,NA,1
1,4,5,NA,1
5,2,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,4,7,NA,1
5,2,3,NA,1
5,2,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,4,5,NA,1
5,2,7,NA,1
1,98,7,NA,7
5,98,5,NA,3
5,4,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,7,NA,1
NA,NA,NA,NA,NA
5,2,7,NA,5
5,1,3,NA,5
NA,2,5,NA,1
5,2,7,NA,1
NA,NA,NA,NA,NA
5,98,3,NA,1
NA,NA,NA,NA,NA
5,2,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,7,NA,1
NA,2,7,NA,1
NA,NA,NA,NA,NA
5,2,7,NA,1
NA,NA,NA,NA,NA
NA,2,7,NA,1
1,5,7,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,3,NA,1
NA,NA,NA,NA,NA
5,2,7,NA,1
NA,1,3,NA,1
5,98,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,2,3,NA,1
5,0,3,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,7,NA,3
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,7,NA,1
1,98,7,NA,1
1,2,7,NA,1
NA,NA,NA,NA,NA
5,2,7,NA,1
5,1,3,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,1,7,NA,1
5,2,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,2,1,NA,1
5,2,7,NA,1
5,2,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5,98,1,NA,3
5,2,5,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1,2,7,NA,1
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
